Aantal,Aantal per 100000 inwoners,BevAant,Count,Datum,Gemeente
4.0,24.0,17003.0,20,03-23-2020,Staphorst
3.0,18.0,17003.0,19,03-22-2020,Staphorst
3.0,18.0,17003.0,18,03-21-2020,Staphorst
3.0,18.0,17003.0,17,03-20-2020,Staphorst
2.0,12.0,17003.0,16,03-19-2020,Staphorst
1.0,6.0,17003.0,15,03-18-2020,Staphorst
1.0,6.0,17003.0,14,03-17-2020,Staphorst
1.0,6.0,17003.0,12,03-16-2020,Staphorst
1.0,6.0,17003.0,13,03-16-2020,Staphorst
1.0,6.0,17003.0,11,03-14-2020,Staphorst
13.0,60.0,21706.0,22,03-25-2020,Stede Broec
9.0,41.0,21706.0,21,03-24-2020,Stede Broec
8.0,37.0,21706.0,20,03-23-2020,Stede Broec
5.0,23.0,21706.0,19,03-22-2020,Stede Broec
5.0,23.0,21706.0,18,03-21-2020,Stede Broec
3.0,14.0,21706.0,17,03-20-2020,Stede Broec
3.0,14.0,21706.0,16,03-19-2020,Stede Broec
1.0,5.0,21706.0,15,03-18-2020,Stede Broec
1.0,5.0,21706.0,14,03-17-2020,Stede Broec
1.0,5.0,21706.0,13,03-16-2020,Stede Broec
11.0,44.0,25054.0,22,03-25-2020,Steenbergen
9.0,36.0,25054.0,21,03-24-2020,Steenbergen
8.0,32.0,25054.0,20,03-23-2020,Steenbergen
8.0,32.0,25054.0,19,03-22-2020,Steenbergen
5.0,20.0,25054.0,18,03-21-2020,Steenbergen
4.0,16.0,25054.0,17,03-20-2020,Steenbergen
4.0,16.0,25054.0,16,03-19-2020,Steenbergen
2.0,8.0,25054.0,15,03-18-2020,Steenbergen
2.0,8.0,25054.0,14,03-17-2020,Steenbergen
1.0,4.0,25054.0,12,03-16-2020,Steenbergen
2.0,8.0,25054.0,13,03-16-2020,Steenbergen
6.0,14.0,43940.0,22,03-25-2020,Steenwijkerland
5.0,11.0,43940.0,21,03-24-2020,Steenwijkerland
4.0,9.0,43940.0,20,03-23-2020,Steenwijkerland
3.0,7.0,43940.0,19,03-22-2020,Steenwijkerland
3.0,7.0,43940.0,18,03-21-2020,Steenwijkerland
1.0,2.0,43940.0,17,03-20-2020,Steenwijkerland
1.0,2.0,43940.0,16,03-19-2020,Steenwijkerland
1.0,2.0,43940.0,15,03-18-2020,Steenwijkerland
1.0,2.0,43940.0,14,03-17-2020,Steenwijkerland
24.0,96.0,24961.0,22,03-25-2020,Stein
24.0,96.0,24961.0,21,03-24-2020,Stein
9.0,36.0,24961.0,20,03-23-2020,Stein
6.0,24.0,24961.0,19,03-22-2020,Stein
5.0,20.0,24961.0,18,03-21-2020,Stein
5.0,20.0,24961.0,17,03-20-2020,Stein
4.0,16.0,24961.0,16,03-19-2020,Stein
4.0,16.0,24961.0,15,03-18-2020,Stein
3.0,12.0,24961.0,14,03-17-2020,Stein
3.0,12.0,24961.0,12,03-16-2020,Stein
3.0,12.0,24961.0,13,03-16-2020,Stein
3.0,12.0,24961.0,11,03-14-2020,Stein
1.0,4.0,24961.0,10,03-13-2020,Stein
1.0,4.0,24961.0,09,03-12-2020,Stein
1.0,4.0,24961.0,08,03-11-2020,Stein
22.0,34.0,64336.0,22,03-25-2020,Stichtse Vecht
16.0,25.0,64336.0,21,03-24-2020,Stichtse Vecht
13.0,20.0,64336.0,20,03-23-2020,Stichtse Vecht
12.0,19.0,64336.0,19,03-22-2020,Stichtse Vecht
10.0,16.0,64336.0,18,03-21-2020,Stichtse Vecht
10.0,16.0,64336.0,17,03-20-2020,Stichtse Vecht
10.0,16.0,64336.0,16,03-19-2020,Stichtse Vecht
9.0,14.0,64336.0,15,03-18-2020,Stichtse Vecht
8.0,12.0,64336.0,14,03-17-2020,Stichtse Vecht
7.0,11.0,64336.0,12,03-16-2020,Stichtse Vecht
7.0,11.0,64336.0,13,03-16-2020,Stichtse Vecht
6.0,9.0,64336.0,11,03-14-2020,Stichtse Vecht
6.0,9.0,64336.0,10,03-13-2020,Stichtse Vecht
5.0,8.0,64336.0,09,03-12-2020,Stichtse Vecht
5.0,8.0,64336.0,08,03-11-2020,Stichtse Vecht
5.0,8.0,64336.0,07,03-10-2020,Stichtse Vecht
5.0,8.0,64336.0,06,03-09-2020,Stichtse Vecht
5.0,8.0,64336.0,05,03-08-2020,Stichtse Vecht
4.0,6.0,64336.0,04,03-07-2020,Stichtse Vecht
3.0,5.0,64336.0,03,03-06-2020,Stichtse Vecht
2.0,3.0,64336.0,02,03-05-2020,Stichtse Vecht
1.0,2.0,64336.0,09,03-12-2020,SÃºdwest FryslÃ¢n
1.0,2.0,64336.0,10,03-13-2020,SÃºdwest-FryslÃ¢n
2.0,2.0,89710.0,17,03-20-2020,Sï¿½dwest-Fryslï¿½n
1.0,1.0,89710.0,12,03-16-2020,Sï¿½dwest-Fryslï¿½n
1.0,1.0,89710.0,13,03-16-2020,Sï¿½dwest-Fryslï¿½n
1.0,1.0,89710.0,11,03-14-2020,Sï¿½dwest-Fryslï¿½n
8.0,9.0,89710.0,22,03-25-2020,Súdwest-Fryslân
6.0,7.0,89710.0,21,03-24-2020,Súdwest-Fryslân
5.0,6.0,89710.0,20,03-23-2020,Súdwest-Fryslân
5.0,6.0,89710.0,19,03-22-2020,Súdwest-Fryslân
4.0,4.0,89710.0,18,03-21-2020,Súdwest-Fryslân
2.0,2.0,89710.0,16,03-19-2020,Súdwest-Fryslân
2.0,2.0,89710.0,15,03-18-2020,Súdwest-Fryslân
1.0,1.0,89710.0,14,03-17-2020,Súdwest-Fryslân
10.0,18.0,54589.0,22,03-25-2020,Terneuzen
6.0,11.0,54589.0,21,03-24-2020,Terneuzen
6.0,11.0,54589.0,20,03-23-2020,Terneuzen
5.0,9.0,54589.0,19,03-22-2020,Terneuzen
5.0,9.0,54589.0,18,03-21-2020,Terneuzen
5.0,9.0,54589.0,17,03-20-2020,Terneuzen
4.0,7.0,54589.0,16,03-19-2020,Terneuzen
3.0,5.0,54589.0,15,03-18-2020,Terneuzen
2.0,4.0,54589.0,14,03-17-2020,Terneuzen
1.0,2.0,54589.0,12,03-16-2020,Terneuzen
1.0,2.0,54589.0,13,03-16-2020,Terneuzen
1.0,2.0,54589.0,11,03-14-2020,Terneuzen
0.0,0.0,4890.0,22,03-25-2020,Terschelling
0.0,0.0,4890.0,21,03-24-2020,Terschelling
0.0,0.0,4890.0,20,03-23-2020,Terschelling
0.0,0.0,4890.0,19,03-22-2020,Terschelling
0.0,0.0,4890.0,18,03-21-2020,Terschelling
0.0,0.0,4890.0,17,03-20-2020,Terschelling
0.0,0.0,4890.0,16,03-19-2020,Terschelling
0.0,0.0,4890.0,15,03-18-2020,Terschelling
0.0,0.0,4890.0,14,03-17-2020,Terschelling
3.0,22.0,13547.0,22,03-25-2020,Texel
3.0,22.0,13547.0,21,03-24-2020,Texel
3.0,22.0,13547.0,20,03-23-2020,Texel
3.0,22.0,13547.0,19,03-22-2020,Texel
3.0,22.0,13547.0,18,03-21-2020,Texel
3.0,22.0,13547.0,17,03-20-2020,Texel
2.0,15.0,13547.0,16,03-19-2020,Texel
0.0,0.0,13547.0,15,03-18-2020,Texel
0.0,0.0,13547.0,14,03-17-2020,Texel
8.0,22.0,37061.0,22,03-25-2020,Teylingen
7.0,19.0,37061.0,21,03-24-2020,Teylingen
7.0,19.0,37061.0,20,03-23-2020,Teylingen
7.0,19.0,37061.0,19,03-22-2020,Teylingen
5.0,13.0,37061.0,18,03-21-2020,Teylingen
3.0,8.0,37061.0,17,03-20-2020,Teylingen
2.0,5.0,37061.0,16,03-19-2020,Teylingen
2.0,5.0,37061.0,15,03-18-2020,Teylingen
2.0,5.0,37061.0,14,03-17-2020,Teylingen
1.0,3.0,37061.0,13,03-16-2020,Teylingen
13.0,50.0,25780.0,22,03-25-2020,Tholen
11.0,43.0,25780.0,21,03-24-2020,Tholen
8.0,31.0,25780.0,20,03-23-2020,Tholen
7.0,27.0,25780.0,19,03-22-2020,Tholen
7.0,27.0,25780.0,18,03-21-2020,Tholen
2.0,8.0,25780.0,17,03-20-2020,Tholen
2.0,8.0,25780.0,16,03-19-2020,Tholen
2.0,8.0,25780.0,15,03-18-2020,Tholen
1.0,4.0,25780.0,14,03-17-2020,Tholen
1.0,4.0,25780.0,12,03-16-2020,Tholen
1.0,4.0,25780.0,13,03-16-2020,Tholen
14.0,33.0,41978.0,22,03-25-2020,Tiel
8.0,19.0,41978.0,21,03-24-2020,Tiel
6.0,14.0,41978.0,20,03-23-2020,Tiel
5.0,12.0,41978.0,19,03-22-2020,Tiel
4.0,10.0,41978.0,18,03-21-2020,Tiel
4.0,10.0,41978.0,17,03-20-2020,Tiel
4.0,10.0,41978.0,16,03-19-2020,Tiel
4.0,10.0,41978.0,15,03-18-2020,Tiel
4.0,10.0,41978.0,14,03-17-2020,Tiel
3.0,7.0,41978.0,12,03-16-2020,Tiel
4.0,10.0,41978.0,13,03-16-2020,Tiel
2.0,5.0,41978.0,11,03-14-2020,Tiel
2.0,5.0,41978.0,10,03-13-2020,Tiel
2.0,5.0,41978.0,09,03-12-2020,Tiel
1.0,2.0,41978.0,08,03-11-2020,Tiel
1.0,2.0,41978.0,07,03-10-2020,Tiel
1.0,2.0,41978.0,06,03-09-2020,Tiel
224.0,103.0,217259.0,22,03-25-2020,Tilburg
211.0,97.0,217259.0,21,03-24-2020,Tilburg
193.0,89.0,217259.0,20,03-23-2020,Tilburg
178.0,82.0,217259.0,19,03-22-2020,Tilburg
154.0,71.0,217259.0,18,03-21-2020,Tilburg
133.0,61.0,217259.0,17,03-20-2020,Tilburg
119.0,55.0,217259.0,16,03-19-2020,Tilburg
95.0,44.0,217259.0,15,03-18-2020,Tilburg
88.0,41.0,217259.0,14,03-17-2020,Tilburg
68.0,31.0,217259.0,12,03-16-2020,Tilburg
84.0,39.0,217259.0,13,03-16-2020,Tilburg
68.0,31.0,217259.0,11,03-14-2020,Tilburg
67.0,31.0,217259.0,10,03-13-2020,Tilburg
50.0,23.0,217259.0,09,03-12-2020,Tilburg
42.0,19.0,217259.0,08,03-11-2020,Tilburg
29.0,13.0,217259.0,07,03-10-2020,Tilburg
27.0,12.0,217259.0,06,03-09-2020,Tilburg
12.0,6.0,217259.0,05,03-08-2020,Tilburg
10.0,5.0,217259.0,04,03-07-2020,Tilburg
4.0,2.0,217259.0,03,03-06-2020,Tilburg
3.0,1.0,217259.0,02,03-05-2020,Tilburg
3.0,1.0,217259.0,01,03-04-2020,Tilburg
2.0,1.0,217259.0,00,03-03-2020,Tilburg
4.0,19.0,21276.0,22,03-25-2020,Tubbergen
4.0,19.0,21276.0,21,03-24-2020,Tubbergen
4.0,19.0,21276.0,20,03-23-2020,Tubbergen
3.0,14.0,21276.0,19,03-22-2020,Tubbergen
3.0,14.0,21276.0,18,03-21-2020,Tubbergen
3.0,14.0,21276.0,17,03-20-2020,Tubbergen
3.0,14.0,21276.0,16,03-19-2020,Tubbergen
1.0,5.0,21276.0,15,03-18-2020,Tubbergen
1.0,5.0,21276.0,14,03-17-2020,Tubbergen
1.0,5.0,21276.0,12,03-16-2020,Tubbergen
1.0,5.0,21276.0,13,03-16-2020,Tubbergen
1.0,5.0,21276.0,11,03-14-2020,Tubbergen
1.0,5.0,21276.0,10,03-13-2020,Tubbergen
1.0,5.0,21276.0,09,03-12-2020,Tubbergen
1.0,5.0,21276.0,08,03-11-2020,Tubbergen
1.0,5.0,21276.0,07,03-10-2020,Tubbergen
1.0,5.0,21276.0,06,03-09-2020,Tubbergen
3.0,9.0,33792.0,22,03-25-2020,Twenterand
3.0,9.0,33792.0,21,03-24-2020,Twenterand
2.0,6.0,33792.0,20,03-23-2020,Twenterand
1.0,3.0,33792.0,19,03-22-2020,Twenterand
1.0,3.0,33792.0,18,03-21-2020,Twenterand
0.0,0.0,33792.0,17,03-20-2020,Twenterand
0.0,0.0,33792.0,16,03-19-2020,Twenterand
0.0,0.0,33792.0,15,03-18-2020,Twenterand
0.0,0.0,33792.0,14,03-17-2020,Twenterand
13.0,39.0,33698.0,22,03-25-2020,Tynaarlo
10.0,30.0,33698.0,21,03-24-2020,Tynaarlo
8.0,24.0,33698.0,20,03-23-2020,Tynaarlo
8.0,24.0,33698.0,19,03-22-2020,Tynaarlo
7.0,21.0,33698.0,18,03-21-2020,Tynaarlo
5.0,15.0,33698.0,17,03-20-2020,Tynaarlo
4.0,12.0,33698.0,16,03-19-2020,Tynaarlo
3.0,9.0,33698.0,15,03-18-2020,Tynaarlo
1.0,3.0,33698.0,14,03-17-2020,Tynaarlo
2.0,6.0,31780.0,22,03-25-2020,Tytsjerksteradiel
1.0,3.0,31780.0,21,03-24-2020,Tytsjerksteradiel
1.0,3.0,31780.0,20,03-23-2020,Tytsjerksteradiel
1.0,3.0,31780.0,19,03-22-2020,Tytsjerksteradiel
1.0,3.0,31780.0,18,03-21-2020,Tytsjerksteradiel
1.0,3.0,31780.0,17,03-20-2020,Tytsjerksteradiel
1.0,3.0,31780.0,16,03-19-2020,Tytsjerksteradiel
1.0,3.0,31780.0,15,03-18-2020,Tytsjerksteradiel
1.0,3.0,31780.0,14,03-17-2020,Tytsjerksteradiel
1.0,3.0,31780.0,13,03-16-2020,Tytsjerksteradiel
94.0,225.0,41782.0,22,03-25-2020,Uden
92.0,220.0,41782.0,21,03-24-2020,Uden
84.0,201.0,41782.0,20,03-23-2020,Uden
82.0,196.0,41782.0,19,03-22-2020,Uden
76.0,182.0,41782.0,18,03-21-2020,Uden
71.0,170.0,41782.0,17,03-20-2020,Uden
60.0,144.0,41782.0,16,03-19-2020,Uden
53.0,127.0,41782.0,15,03-18-2020,Uden
49.0,117.0,41782.0,14,03-17-2020,Uden
33.0,79.0,41782.0,12,03-16-2020,Uden
43.0,103.0,41782.0,13,03-16-2020,Uden
28.0,67.0,41782.0,11,03-14-2020,Uden
25.0,60.0,41782.0,10,03-13-2020,Uden
21.0,50.0,41782.0,09,03-12-2020,Uden
18.0,43.0,41782.0,08,03-11-2020,Uden
13.0,31.0,41782.0,07,03-10-2020,Uden
12.0,29.0,41782.0,06,03-09-2020,Uden
7.0,17.0,41782.0,05,03-08-2020,Uden
6.0,14.0,41782.0,04,03-07-2020,Uden
2.0,5.0,41782.0,03,03-06-2020,Uden
4.0,30.0,13528.0,22,03-25-2020,Uitgeest
4.0,30.0,13528.0,21,03-24-2020,Uitgeest
4.0,30.0,13528.0,20,03-23-2020,Uitgeest
4.0,30.0,13528.0,19,03-22-2020,Uitgeest
2.0,15.0,13528.0,18,03-21-2020,Uitgeest
2.0,15.0,13528.0,17,03-20-2020,Uitgeest
0.0,0.0,13528.0,16,03-19-2020,Uitgeest
0.0,0.0,13528.0,15,03-18-2020,Uitgeest
0.0,0.0,13528.0,14,03-17-2020,Uitgeest
5.0,17.0,29424.0,22,03-25-2020,Uithoorn
4.0,14.0,29424.0,21,03-24-2020,Uithoorn
2.0,7.0,29424.0,20,03-23-2020,Uithoorn
2.0,7.0,29424.0,19,03-22-2020,Uithoorn
2.0,7.0,29424.0,18,03-21-2020,Uithoorn
2.0,7.0,29424.0,17,03-20-2020,Uithoorn
2.0,7.0,29424.0,16,03-19-2020,Uithoorn
1.0,3.0,29424.0,15,03-18-2020,Uithoorn
0.0,0.0,29424.0,14,03-17-2020,Uithoorn
7.0,34.0,20776.0,22,03-25-2020,Urk
7.0,34.0,20776.0,21,03-24-2020,Urk
7.0,34.0,20776.0,20,03-23-2020,Urk
7.0,34.0,20776.0,19,03-22-2020,Urk
6.0,29.0,20776.0,18,03-21-2020,Urk
5.0,24.0,20776.0,17,03-20-2020,Urk
4.0,19.0,20776.0,16,03-19-2020,Urk
1.0,5.0,20776.0,15,03-18-2020,Urk
0.0,0.0,20776.0,14,03-17-2020,Urk
191.0,54.0,352866.0,22,03-25-2020,Utrecht
160.0,45.0,352866.0,21,03-24-2020,Utrecht
145.0,41.0,352866.0,20,03-23-2020,Utrecht
131.0,37.0,352866.0,19,03-22-2020,Utrecht
121.0,34.0,352866.0,18,03-21-2020,Utrecht
101.0,29.0,352866.0,17,03-20-2020,Utrecht
83.0,24.0,352866.0,16,03-19-2020,Utrecht
69.0,20.0,352866.0,15,03-18-2020,Utrecht
60.0,17.0,352866.0,14,03-17-2020,Utrecht
38.0,11.0,352866.0,12,03-16-2020,Utrecht
48.0,14.0,352866.0,13,03-16-2020,Utrecht
30.0,9.0,352866.0,11,03-14-2020,Utrecht
26.0,7.0,352866.0,10,03-13-2020,Utrecht
25.0,7.0,352866.0,09,03-12-2020,Utrecht
18.0,5.0,352866.0,08,03-11-2020,Utrecht
14.0,4.0,352866.0,07,03-10-2020,Utrecht
13.0,4.0,352866.0,06,03-09-2020,Utrecht
13.0,4.0,352866.0,05,03-08-2020,Utrecht
11.0,3.0,352866.0,04,03-07-2020,Utrecht
8.0,2.0,352866.0,03,03-06-2020,Utrecht
6.0,2.0,352866.0,02,03-05-2020,Utrecht
2.0,1.0,352866.0,01,03-04-2020,Utrecht
2.0,1.0,352866.0,00,03-03-2020,Utrecht
15.0,30.0,49515.0,22,03-25-2020,Utrechtse Heuvelrug
14.0,28.0,49515.0,21,03-24-2020,Utrechtse Heuvelrug
14.0,28.0,49515.0,20,03-23-2020,Utrechtse Heuvelrug
11.0,22.0,49515.0,19,03-22-2020,Utrechtse Heuvelrug
8.0,16.0,49515.0,18,03-21-2020,Utrechtse Heuvelrug
8.0,16.0,49515.0,17,03-20-2020,Utrechtse Heuvelrug
8.0,16.0,49515.0,16,03-19-2020,Utrechtse Heuvelrug
6.0,12.0,49515.0,15,03-18-2020,Utrechtse Heuvelrug
5.0,10.0,49515.0,14,03-17-2020,Utrechtse Heuvelrug
2.0,4.0,49515.0,12,03-16-2020,Utrechtse Heuvelrug
3.0,6.0,49515.0,13,03-16-2020,Utrechtse Heuvelrug
2.0,4.0,49515.0,11,03-14-2020,Utrechtse Heuvelrug
2.0,4.0,49515.0,10,03-13-2020,Utrechtse Heuvelrug
2.0,4.0,49515.0,09,03-12-2020,Utrechtse Heuvelrug
2.0,4.0,49515.0,08,03-11-2020,Utrechtse Heuvelrug
2.0,4.0,49515.0,07,03-10-2020,Utrechtse Heuvelrug
2.0,4.0,49515.0,06,03-09-2020,Utrechtse Heuvelrug
2.0,4.0,49515.0,05,03-08-2020,Utrechtse Heuvelrug
1.0,2.0,49515.0,04,03-07-2020,Utrechtse Heuvelrug
1.0,2.0,49515.0,03,03-06-2020,Utrechtse Heuvelrug
4.0,40.0,10092.0,22,03-25-2020,Vaals
3.0,30.0,10092.0,21,03-24-2020,Vaals
0.0,0.0,10092.0,20,03-23-2020,Vaals
0.0,0.0,10092.0,19,03-22-2020,Vaals
0.0,0.0,10092.0,18,03-21-2020,Vaals
0.0,0.0,10092.0,17,03-20-2020,Vaals
0.0,0.0,10092.0,16,03-19-2020,Vaals
0.0,0.0,10092.0,15,03-18-2020,Vaals
0.0,0.0,10092.0,14,03-17-2020,Vaals
9.0,55.0,16470.0,22,03-25-2020,Valkenburg aan de Geul
8.0,49.0,16470.0,21,03-24-2020,Valkenburg aan de Geul
4.0,24.0,16470.0,20,03-23-2020,Valkenburg aan de Geul
4.0,24.0,16470.0,19,03-22-2020,Valkenburg aan de Geul
4.0,24.0,16470.0,18,03-21-2020,Valkenburg aan de Geul
4.0,24.0,16470.0,17,03-20-2020,Valkenburg aan de Geul
2.0,12.0,16470.0,16,03-19-2020,Valkenburg aan de Geul
2.0,12.0,16470.0,15,03-18-2020,Valkenburg aan de Geul
2.0,12.0,16470.0,14,03-17-2020,Valkenburg aan de Geul
1.0,6.0,16470.0,13,03-16-2020,Valkenburg aan de Geul
9.0,29.0,30910.0,22,03-25-2020,Valkenswaard
8.0,26.0,30910.0,21,03-24-2020,Valkenswaard
5.0,16.0,30910.0,20,03-23-2020,Valkenswaard
4.0,13.0,30910.0,19,03-22-2020,Valkenswaard
4.0,13.0,30910.0,18,03-21-2020,Valkenswaard
2.0,6.0,30910.0,17,03-20-2020,Valkenswaard
1.0,3.0,30910.0,16,03-19-2020,Valkenswaard
1.0,3.0,30910.0,15,03-18-2020,Valkenswaard
0.0,0.0,30910.0,14,03-17-2020,Valkenswaard
1.0,4.0,27491.0,22,03-25-2020,Veendam
0.0,0.0,27491.0,21,03-24-2020,Veendam
0.0,0.0,27491.0,20,03-23-2020,Veendam
0.0,0.0,27491.0,19,03-22-2020,Veendam
0.0,0.0,27491.0,18,03-21-2020,Veendam
0.0,0.0,27491.0,17,03-20-2020,Veendam
0.0,0.0,27491.0,16,03-19-2020,Veendam
0.0,0.0,27491.0,15,03-18-2020,Veendam
0.0,0.0,27491.0,14,03-17-2020,Veendam
7.0,11.0,65589.0,22,03-25-2020,Veenendaal
6.0,9.0,65589.0,21,03-24-2020,Veenendaal
6.0,9.0,65589.0,20,03-23-2020,Veenendaal
3.0,5.0,65589.0,19,03-22-2020,Veenendaal
2.0,3.0,65589.0,18,03-21-2020,Veenendaal
2.0,3.0,65589.0,17,03-20-2020,Veenendaal
2.0,3.0,65589.0,16,03-19-2020,Veenendaal
1.0,2.0,65589.0,15,03-18-2020,Veenendaal
1.0,2.0,65589.0,14,03-17-2020,Veenendaal
1.0,2.0,65589.0,12,03-16-2020,Veenendaal
1.0,2.0,65589.0,13,03-16-2020,Veenendaal
1.0,2.0,65589.0,11,03-14-2020,Veenendaal
1.0,2.0,65589.0,10,03-13-2020,Veenendaal
1.0,2.0,65589.0,09,03-12-2020,Veenendaal
6.0,27.0,21835.0,22,03-25-2020,Veere
6.0,27.0,21835.0,21,03-24-2020,Veere
6.0,27.0,21835.0,20,03-23-2020,Veere
5.0,23.0,21835.0,19,03-22-2020,Veere
5.0,23.0,21835.0,18,03-21-2020,Veere
2.0,9.0,21835.0,17,03-20-2020,Veere
1.0,5.0,21835.0,16,03-19-2020,Veere
1.0,5.0,21835.0,15,03-18-2020,Veere
1.0,5.0,21835.0,14,03-17-2020,Veere
1.0,5.0,21835.0,12,03-16-2020,Veere
1.0,5.0,21835.0,13,03-16-2020,Veere
1.0,5.0,21835.0,11,03-14-2020,Veere
1.0,5.0,21835.0,10,03-13-2020,Veere
1.0,5.0,21835.0,09,03-12-2020,Veere
2.0,9.0,21835.0,08,03-11-2020,Veere
18.0,40.0,45337.0,22,03-25-2020,Veldhoven
14.0,31.0,45337.0,21,03-24-2020,Veldhoven
11.0,24.0,45337.0,20,03-23-2020,Veldhoven
11.0,24.0,45337.0,19,03-22-2020,Veldhoven
9.0,20.0,45337.0,18,03-21-2020,Veldhoven
5.0,11.0,45337.0,17,03-20-2020,Veldhoven
2.0,4.0,45337.0,16,03-19-2020,Veldhoven
1.0,2.0,45337.0,15,03-18-2020,Veldhoven
1.0,2.0,45337.0,14,03-17-2020,Veldhoven
1.0,2.0,45337.0,12,03-16-2020,Veldhoven
1.0,2.0,45337.0,13,03-16-2020,Veldhoven
1.0,2.0,45337.0,11,03-14-2020,Veldhoven
1.0,2.0,45337.0,10,03-13-2020,Veldhoven
1.0,2.0,45337.0,09,03-12-2020,Veldhoven
1.0,2.0,45337.0,08,03-11-2020,Veldhoven
1.0,2.0,45337.0,07,03-10-2020,Veldhoven
1.0,2.0,45337.0,06,03-09-2020,Veldhoven
15.0,22.0,68348.0,22,03-25-2020,Velsen
15.0,22.0,68348.0,21,03-24-2020,Velsen
11.0,16.0,68348.0,20,03-23-2020,Velsen
10.0,15.0,68348.0,19,03-22-2020,Velsen
8.0,12.0,68348.0,18,03-21-2020,Velsen
5.0,7.0,68348.0,17,03-20-2020,Velsen
4.0,6.0,68348.0,16,03-19-2020,Velsen
4.0,6.0,68348.0,15,03-18-2020,Velsen
4.0,6.0,68348.0,14,03-17-2020,Velsen
1.0,1.0,68348.0,12,03-16-2020,Velsen
4.0,6.0,68348.0,13,03-16-2020,Velsen
1.0,1.0,68348.0,11,03-14-2020,Velsen
1.0,1.0,68348.0,10,03-13-2020,Velsen
1.0,1.0,68348.0,09,03-12-2020,Velsen
47.0,46.0,101603.0,22,03-25-2020,Venlo
40.0,39.0,101603.0,21,03-24-2020,Venlo
35.0,34.0,101603.0,20,03-23-2020,Venlo
33.0,32.0,101603.0,19,03-22-2020,Venlo
33.0,32.0,101603.0,18,03-21-2020,Venlo
24.0,24.0,101603.0,17,03-20-2020,Venlo
21.0,21.0,101603.0,16,03-19-2020,Venlo
12.0,12.0,101603.0,15,03-18-2020,Venlo
8.0,8.0,101603.0,14,03-17-2020,Venlo
4.0,4.0,101603.0,12,03-16-2020,Venlo
6.0,6.0,101603.0,13,03-16-2020,Venlo
3.0,3.0,101603.0,11,03-14-2020,Venlo
2.0,2.0,101603.0,10,03-13-2020,Venlo
2.0,2.0,101603.0,09,03-12-2020,Venlo
1.0,1.0,101603.0,08,03-11-2020,Venlo
1.0,1.0,101603.0,07,03-10-2020,Venlo
1.0,1.0,101603.0,06,03-09-2020,Venlo
17.0,39.0,43326.0,22,03-25-2020,Venray
13.0,30.0,43326.0,21,03-24-2020,Venray
10.0,23.0,43326.0,20,03-23-2020,Venray
9.0,21.0,43326.0,19,03-22-2020,Venray
8.0,18.0,43326.0,18,03-21-2020,Venray
6.0,14.0,43326.0,17,03-20-2020,Venray
3.0,7.0,43326.0,16,03-19-2020,Venray
1.0,2.0,43326.0,15,03-18-2020,Venray
0.0,0.0,43326.0,14,03-17-2020,Venray
21.0,38.0,55712.0,22,03-25-2020,Vijfheerenlanden
18.0,32.0,55712.0,21,03-24-2020,Vijfheerenlanden
12.0,22.0,55712.0,20,03-23-2020,Vijfheerenlanden
11.0,20.0,55712.0,19,03-22-2020,Vijfheerenlanden
9.0,16.0,55712.0,18,03-21-2020,Vijfheerenlanden
7.0,13.0,55712.0,17,03-20-2020,Vijfheerenlanden
7.0,13.0,55712.0,16,03-19-2020,Vijfheerenlanden
4.0,7.0,55712.0,15,03-18-2020,Vijfheerenlanden
4.0,7.0,55712.0,14,03-17-2020,Vijfheerenlanden
2.0,4.0,55712.0,12,03-16-2020,Vijfheerenlanden
3.0,5.0,55712.0,13,03-16-2020,Vijfheerenlanden
2.0,4.0,55712.0,11,03-14-2020,Vijfheerenlanden
2.0,4.0,55712.0,10,03-13-2020,Vijfheerenlanden
1.0,2.0,55712.0,09,03-12-2020,Vijfheerenlanden
1.0,2.0,55712.0,08,03-11-2020,Vijfheerenlanden
1.0,2.0,55712.0,07,03-10-2020,Vijfheerenlanden
1.0,2.0,55712.0,06,03-09-2020,Vijfheerenlanden
1.0,2.0,55712.0,05,03-08-2020,Vijfheerenlanden
1.0,2.0,55712.0,04,03-07-2020,Vijfheerenlanden
22.0,30.0,72404.0,22,03-25-2020,Vlaardingen
18.0,25.0,72404.0,21,03-24-2020,Vlaardingen
15.0,21.0,72404.0,20,03-23-2020,Vlaardingen
15.0,21.0,72404.0,19,03-22-2020,Vlaardingen
12.0,17.0,72404.0,18,03-21-2020,Vlaardingen
7.0,10.0,72404.0,17,03-20-2020,Vlaardingen
4.0,6.0,72404.0,16,03-19-2020,Vlaardingen
2.0,3.0,72404.0,15,03-18-2020,Vlaardingen
2.0,3.0,72404.0,14,03-17-2020,Vlaardingen
1.0,1.0,72404.0,12,03-16-2020,Vlaardingen
1.0,1.0,72404.0,13,03-16-2020,Vlaardingen
1.0,1.0,72404.0,11,03-14-2020,Vlaardingen
1.0,1.0,72404.0,10,03-13-2020,Vlaardingen
1.0,1.0,72404.0,09,03-12-2020,Vlaardingen
0.0,0.0,1138.0,22,03-25-2020,Vlieland
0.0,0.0,1138.0,21,03-24-2020,Vlieland
0.0,0.0,1138.0,20,03-23-2020,Vlieland
0.0,0.0,1138.0,19,03-22-2020,Vlieland
0.0,0.0,1138.0,18,03-21-2020,Vlieland
0.0,0.0,1138.0,17,03-20-2020,Vlieland
