Aantal,Aantal per 100000 inwoners,BevAant,Count,Datum,Gemeente
106,1.0,1.0,123107.0,11,03-14-2020,Leeuwarden
98,1.0,1.0,123107.0,10,03-13-2020,Leeuwarden
85,1.0,1.0,123107.0,09,03-12-2020,Leeuwarden
171,16.0,13.0,124899.0,19,03-22-2020,Leiden
171,16.0,13.0,124899.0,18,03-21-2020,Leiden
171,14.0,11.0,124899.0,17,03-20-2020,Leiden
171,12.0,10.0,124899.0,16,03-19-2020,Leiden
171,11.0,9.0,124899.0,15,03-18-2020,Leiden
171,8.0,6.0,124899.0,14,03-17-2020,Leiden
120,4.0,3.0,124899.0,12,03-16-2020,Leiden
128,8.0,6.0,124899.0,13,03-16-2020,Leiden
107,4.0,3.0,124899.0,11,03-14-2020,Leiden
99,4.0,3.0,124899.0,10,03-13-2020,Leiden
86,1.0,1.0,124899.0,09,03-12-2020,Leiden
168,1.0,1.0,124899.0,08,03-11-2020,Leiden
168,1.0,1.0,124899.0,07,03-10-2020,Leiden
172,2.0,7.0,27109.0,19,03-22-2020,Leiderdorp
172,2.0,7.0,27109.0,18,03-21-2020,Leiderdorp
172,2.0,7.0,27109.0,17,03-20-2020,Leiderdorp
172,2.0,7.0,27109.0,16,03-19-2020,Leiderdorp
172,2.0,7.0,27109.0,15,03-18-2020,Leiderdorp
172,1.0,4.0,27109.0,14,03-17-2020,Leiderdorp
129,1.0,4.0,27109.0,13,03-16-2020,Leiderdorp
173,10.0,13.0,75425.0,19,03-22-2020,Leidschendam-Voorburg
173,9.0,12.0,75425.0,18,03-21-2020,Leidschendam-Voorburg
173,7.0,9.0,75425.0,17,03-20-2020,Leidschendam-Voorburg
173,6.0,8.0,75425.0,16,03-19-2020,Leidschendam-Voorburg
173,6.0,8.0,75425.0,15,03-18-2020,Leidschendam-Voorburg
173,5.0,7.0,75425.0,14,03-17-2020,Leidschendam-Voorburg
121,3.0,4.0,75425.0,12,03-16-2020,Leidschendam-Voorburg
130,4.0,5.0,75425.0,13,03-16-2020,Leidschendam-Voorburg
108,3.0,4.0,75425.0,11,03-14-2020,Leidschendam-Voorburg
100,3.0,4.0,75425.0,10,03-13-2020,Leidschendam-Voorburg
87,2.0,3.0,75425.0,09,03-12-2020,Leidschendam-Voorburg
170,2.0,3.0,75425.0,08,03-11-2020,Leidschendam-Voorburg
170,2.0,3.0,75425.0,07,03-10-2020,Leidschendam-Voorburg
170,1.0,1.0,75425.0,06,03-09-2020,Leidschendam-Voorburg
170,1.0,1.0,75425.0,05,03-08-2020,Leidschendam-Voorburg
170,1.0,1.0,75425.0,04,03-07-2020,Leidschendam-Voorburg
174,19.0,24.0,77893.0,19,03-22-2020,Lelystad
174,15.0,19.0,77893.0,18,03-21-2020,Lelystad
174,15.0,19.0,77893.0,17,03-20-2020,Lelystad
174,13.0,17.0,77893.0,16,03-19-2020,Lelystad
174,12.0,15.0,77893.0,15,03-18-2020,Lelystad
174,10.0,13.0,77893.0,14,03-17-2020,Lelystad
122,7.0,9.0,77893.0,12,03-16-2020,Lelystad
131,8.0,10.0,77893.0,13,03-16-2020,Lelystad
109,5.0,6.0,77893.0,11,03-14-2020,Lelystad
101,3.0,4.0,77893.0,10,03-13-2020,Lelystad
88,1.0,1.0,77893.0,09,03-12-2020,Lelystad
171,1.0,1.0,77893.0,08,03-11-2020,Lelystad
175,22.0,62.0,35681.0,19,03-22-2020,Leudal
175,20.0,56.0,35681.0,18,03-21-2020,Leudal
175,16.0,45.0,35681.0,17,03-20-2020,Leudal
175,13.0,36.0,35681.0,16,03-19-2020,Leudal
175,11.0,31.0,35681.0,15,03-18-2020,Leudal
175,8.0,22.0,35681.0,14,03-17-2020,Leudal
123,6.0,17.0,35681.0,12,03-16-2020,Leudal
132,7.0,20.0,35681.0,13,03-16-2020,Leudal
110,6.0,17.0,35681.0,11,03-14-2020,Leudal
102,4.0,11.0,35681.0,10,03-13-2020,Leudal
89,4.0,11.0,35681.0,09,03-12-2020,Leudal
172,3.0,8.0,35681.0,08,03-11-2020,Leudal
172,2.0,6.0,35681.0,07,03-10-2020,Leudal
172,1.0,3.0,35681.0,06,03-09-2020,Leudal
176,6.0,20.0,30030.0,19,03-22-2020,Leusden
176,6.0,20.0,30030.0,18,03-21-2020,Leusden
176,4.0,13.0,30030.0,17,03-20-2020,Leusden
176,4.0,13.0,30030.0,16,03-19-2020,Leusden
176,3.0,10.0,30030.0,15,03-18-2020,Leusden
176,1.0,3.0,30030.0,14,03-17-2020,Leusden
133,1.0,3.0,30030.0,13,03-16-2020,Leusden
177,9.0,19.0,46475.0,19,03-22-2020,Lingewaard
177,6.0,13.0,46475.0,18,03-21-2020,Lingewaard
177,6.0,13.0,46475.0,17,03-20-2020,Lingewaard
177,5.0,11.0,46475.0,16,03-19-2020,Lingewaard
177,4.0,9.0,46475.0,15,03-18-2020,Lingewaard
177,3.0,6.0,46475.0,14,03-17-2020,Lingewaard
124,3.0,6.0,46475.0,12,03-16-2020,Lingewaard
134,3.0,6.0,46475.0,13,03-16-2020,Lingewaard
111,3.0,6.0,46475.0,11,03-14-2020,Lingewaard
103,2.0,4.0,46475.0,10,03-13-2020,Lingewaard
90,2.0,4.0,46475.0,09,03-12-2020,Lingewaard
174,2.0,4.0,46475.0,08,03-11-2020,Lingewaard
174,2.0,4.0,46475.0,07,03-10-2020,Lingewaard
174,2.0,4.0,46475.0,06,03-09-2020,Lingewaard
174,2.0,4.0,46475.0,05,03-08-2020,Lingewaard
174,2.0,4.0,46475.0,04,03-07-2020,Lingewaard
174,1.0,2.0,46475.0,03,03-06-2020,Lingewaard
178,1.0,4.0,22800.0,19,03-22-2020,Lisse
178,0.0,0.0,22800.0,18,03-21-2020,Lisse
178,0.0,0.0,22800.0,17,03-20-2020,Lisse
178,0.0,0.0,22800.0,16,03-19-2020,Lisse
178,0.0,0.0,22800.0,15,03-18-2020,Lisse
178,0.0,0.0,22800.0,14,03-17-2020,Lisse
179,2.0,6.0,33590.0,19,03-22-2020,Lochem
179,2.0,6.0,33590.0,18,03-21-2020,Lochem
179,2.0,6.0,33590.0,17,03-20-2020,Lochem
179,1.0,3.0,33590.0,16,03-19-2020,Lochem
179,1.0,3.0,33590.0,15,03-18-2020,Lochem
179,0.0,0.0,33590.0,14,03-17-2020,Lochem
180,16.0,69.0,23327.0,19,03-22-2020,Loon op Zand
180,14.0,60.0,23327.0,18,03-21-2020,Loon op Zand
180,13.0,56.0,23327.0,17,03-20-2020,Loon op Zand
180,11.0,47.0,23327.0,16,03-19-2020,Loon op Zand
180,9.0,39.0,23327.0,15,03-18-2020,Loon op Zand
180,8.0,34.0,23327.0,14,03-17-2020,Loon op Zand
125,7.0,30.0,23327.0,12,03-16-2020,Loon op Zand
135,7.0,30.0,23327.0,13,03-16-2020,Loon op Zand
112,7.0,30.0,23327.0,11,03-14-2020,Loon op Zand
104,7.0,30.0,23327.0,10,03-13-2020,Loon op Zand
91,6.0,26.0,23327.0,09,03-12-2020,Loon op Zand
177,7.0,30.0,23327.0,08,03-11-2020,Loon op Zand
177,7.0,30.0,23327.0,07,03-10-2020,Loon op Zand
177,7.0,30.0,23327.0,06,03-09-2020,Loon op Zand
177,7.0,30.0,23327.0,05,03-08-2020,Loon op Zand
177,7.0,30.0,23327.0,04,03-07-2020,Loon op Zand
177,5.0,21.0,23327.0,03,03-06-2020,Loon op Zand
177,5.0,21.0,23327.0,02,03-05-2020,Loon op Zand
177,5.0,21.0,23327.0,01,03-04-2020,Loon op Zand
177,4.0,17.0,23327.0,00,03-03-2020,Loon op Zand
181,6.0,41.0,14473.0,19,03-22-2020,Lopik
181,4.0,28.0,14473.0,18,03-21-2020,Lopik
181,3.0,21.0,14473.0,17,03-20-2020,Lopik
181,3.0,21.0,14473.0,16,03-19-2020,Lopik
181,3.0,21.0,14473.0,15,03-18-2020,Lopik
181,2.0,14.0,14473.0,14,03-17-2020,Lopik
136,1.0,7.0,14473.0,13,03-16-2020,Lopik
182,0.0,0.0,9614.0,19,03-22-2020,Loppersum
182,0.0,0.0,9614.0,18,03-21-2020,Loppersum
182,0.0,0.0,9614.0,17,03-20-2020,Loppersum
182,0.0,0.0,9614.0,16,03-19-2020,Loppersum
182,0.0,0.0,9614.0,15,03-18-2020,Loppersum
182,0.0,0.0,9614.0,14,03-17-2020,Loppersum
183,1.0,4.0,22622.0,19,03-22-2020,Losser
183,1.0,4.0,22622.0,18,03-21-2020,Losser
183,0.0,0.0,22622.0,17,03-20-2020,Losser
183,0.0,0.0,22622.0,16,03-19-2020,Losser
183,0.0,0.0,22622.0,15,03-18-2020,Losser
183,0.0,0.0,22622.0,14,03-17-2020,Losser
184,2.0,8.0,24693.0,19,03-22-2020,Maasdriel
184,2.0,8.0,24693.0,18,03-21-2020,Maasdriel
184,2.0,8.0,24693.0,17,03-20-2020,Maasdriel
184,1.0,4.0,24693.0,16,03-19-2020,Maasdriel
184,1.0,4.0,24693.0,15,03-18-2020,Maasdriel
184,1.0,4.0,24693.0,14,03-17-2020,Maasdriel
181,1.0,4.0,24693.0,07,03-10-2020,Maasdriel
181,1.0,4.0,24693.0,06,03-09-2020,Maasdriel
181,1.0,4.0,24693.0,05,03-08-2020,Maasdriel
185,8.0,34.0,23716.0,19,03-22-2020,Maasgouw
185,7.0,30.0,23716.0,18,03-21-2020,Maasgouw
185,5.0,21.0,23716.0,17,03-20-2020,Maasgouw
185,5.0,21.0,23716.0,16,03-19-2020,Maasgouw
185,4.0,17.0,23716.0,15,03-18-2020,Maasgouw
185,3.0,13.0,23716.0,14,03-17-2020,Maasgouw
126,2.0,8.0,23716.0,12,03-16-2020,Maasgouw
137,2.0,8.0,23716.0,13,03-16-2020,Maasgouw
113,1.0,4.0,23716.0,11,03-14-2020,Maasgouw
186,5.0,15.0,32768.0,19,03-22-2020,Maassluis
186,3.0,9.0,32768.0,18,03-21-2020,Maassluis
186,2.0,6.0,32768.0,17,03-20-2020,Maassluis
186,2.0,6.0,32768.0,16,03-19-2020,Maassluis
186,2.0,6.0,32768.0,15,03-18-2020,Maassluis
186,1.0,3.0,32768.0,14,03-17-2020,Maassluis
127,1.0,3.0,32768.0,12,03-16-2020,Maassluis
138,1.0,3.0,32768.0,13,03-16-2020,Maassluis
114,1.0,3.0,32768.0,11,03-14-2020,Maassluis
187,59.0,49.0,121565.0,19,03-22-2020,Maastricht
187,57.0,47.0,121565.0,18,03-21-2020,Maastricht
187,56.0,46.0,121565.0,17,03-20-2020,Maastricht
187,42.0,35.0,121565.0,16,03-19-2020,Maastricht
187,41.0,34.0,121565.0,15,03-18-2020,Maastricht
187,33.0,27.0,121565.0,14,03-17-2020,Maastricht
128,21.0,17.0,121565.0,12,03-16-2020,Maastricht
139,24.0,20.0,121565.0,13,03-16-2020,Maastricht
115,16.0,13.0,121565.0,11,03-14-2020,Maastricht
105,10.0,8.0,121565.0,10,03-13-2020,Maastricht
92,8.0,7.0,121565.0,09,03-12-2020,Maastricht
184,8.0,7.0,121565.0,08,03-11-2020,Maastricht
184,7.0,6.0,121565.0,07,03-10-2020,Maastricht
184,6.0,5.0,121565.0,06,03-09-2020,Maastricht
184,4.0,3.0,121565.0,05,03-08-2020,Maastricht
184,3.0,2.0,121565.0,04,03-07-2020,Maastricht
184,2.0,2.0,121565.0,03,03-06-2020,Maastricht
188,2.0,4.0,44809.0,19,03-22-2020,Medemblik
188,1.0,2.0,44809.0,18,03-21-2020,Medemblik
188,0.0,0.0,44809.0,17,03-20-2020,Medemblik
188,0.0,0.0,44809.0,16,03-19-2020,Medemblik
188,0.0,0.0,44809.0,15,03-18-2020,Medemblik
188,0.0,0.0,44809.0,14,03-17-2020,Medemblik
189,3.0,16.0,18923.0,19,03-22-2020,Meerssen
189,2.0,11.0,18923.0,18,03-21-2020,Meerssen
189,2.0,11.0,18923.0,17,03-20-2020,Meerssen
189,2.0,11.0,18923.0,16,03-19-2020,Meerssen
189,2.0,11.0,18923.0,15,03-18-2020,Meerssen
189,1.0,5.0,18923.0,14,03-17-2020,Meerssen
140,1.0,5.0,18923.0,13,03-16-2020,Meerssen
190,119.0,147.0,80815.0,19,03-22-2020,Meierijstad
190,95.0,118.0,80815.0,18,03-21-2020,Meierijstad
190,81.0,100.0,80815.0,17,03-20-2020,Meierijstad
190,72.0,89.0,80815.0,16,03-19-2020,Meierijstad
190,60.0,74.0,80815.0,15,03-18-2020,Meierijstad
190,49.0,61.0,80815.0,14,03-17-2020,Meierijstad
129,34.0,42.0,80815.0,12,03-16-2020,Meierijstad
141,42.0,52.0,80815.0,13,03-16-2020,Meierijstad
116,30.0,37.0,80815.0,11,03-14-2020,Meierijstad
106,25.0,31.0,80815.0,10,03-13-2020,Meierijstad
93,18.0,22.0,80815.0,09,03-12-2020,Meierijstad
187,13.0,16.0,80815.0,08,03-11-2020,Meierijstad
187,11.0,14.0,80815.0,07,03-10-2020,Meierijstad
187,10.0,12.0,80815.0,06,03-09-2020,Meierijstad
187,4.0,5.0,80815.0,05,03-08-2020,Meierijstad
187,1.0,1.0,80815.0,04,03-07-2020,Meierijstad
191,1.0,3.0,33564.0,19,03-22-2020,Meppel
191,1.0,3.0,33564.0,18,03-21-2020,Meppel
191,1.0,3.0,33564.0,17,03-20-2020,Meppel
191,0.0,0.0,33564.0,16,03-19-2020,Meppel
191,0.0,0.0,33564.0,15,03-18-2020,Meppel
191,0.0,0.0,33564.0,14,03-17-2020,Meppel
192,5.0,10.0,48544.0,19,03-22-2020,Middelburg
192,4.0,8.0,48544.0,18,03-21-2020,Middelburg
192,3.0,6.0,48544.0,17,03-20-2020,Middelburg
192,3.0,6.0,48544.0,16,03-19-2020,Middelburg
192,2.0,4.0,48544.0,15,03-18-2020,Middelburg
192,1.0,2.0,48544.0,14,03-17-2020,Middelburg
142,1.0,2.0,48544.0,13,03-16-2020,Middelburg
193,2.0,10.0,19391.0,19,03-22-2020,Midden-Delfland
193,2.0,10.0,19391.0,18,03-21-2020,Midden-Delfland
193,2.0,10.0,19391.0,17,03-20-2020,Midden-Delfland
193,1.0,5.0,19391.0,16,03-19-2020,Midden-Delfland
193,0.0,0.0,19391.0,15,03-18-2020,Midden-Delfland
193,0.0,0.0,19391.0,14,03-17-2020,Midden-Delfland
194,1.0,3.0,33178.0,19,03-22-2020,Midden-Drenthe
194,1.0,3.0,33178.0,18,03-21-2020,Midden-Drenthe
194,1.0,3.0,33178.0,17,03-20-2020,Midden-Drenthe
194,1.0,3.0,33178.0,16,03-19-2020,Midden-Drenthe
194,0.0,0.0,33178.0,15,03-18-2020,Midden-Drenthe
194,0.0,0.0,33178.0,14,03-17-2020,Midden-Drenthe
195,2.0,3.0,60899.0,19,03-22-2020,Midden-Groningen
195,2.0,3.0,60899.0,18,03-21-2020,Midden-Groningen
195,2.0,3.0,60899.0,17,03-20-2020,Midden-Groningen
195,2.0,3.0,60899.0,16,03-19-2020,Midden-Groningen
195,2.0,3.0,60899.0,15,03-18-2020,Midden-Groningen
195,1.0,2.0,60899.0,14,03-17-2020,Midden-Groningen
130,1.0,2.0,60899.0,12,03-16-2020,Midden-Groningen
143,1.0,2.0,60899.0,13,03-16-2020,Midden-Groningen
196,2.0,18.0,10891.0,19,03-22-2020,Mill en Sint Hubert
196,2.0,18.0,10891.0,18,03-21-2020,Mill en Sint Hubert
196,2.0,18.0,10891.0,17,03-20-2020,Mill en Sint Hubert
196,2.0,18.0,10891.0,16,03-19-2020,Mill en Sint Hubert
196,1.0,9.0,10891.0,15,03-18-2020,Mill en Sint Hubert
196,1.0,9.0,10891.0,14,03-17-2020,Mill en Sint Hubert
131,1.0,9.0,10891.0,12,03-16-2020,Mill en Sint Hubert
144,1.0,9.0,10891.0,13,03-16-2020,Mill en Sint Hubert
197,3.0,8.0,36961.0,19,03-22-2020,Moerdijk
197,3.0,8.0,36961.0,18,03-21-2020,Moerdijk
197,3.0,8.0,36961.0,17,03-20-2020,Moerdijk
197,2.0,5.0,36961.0,16,03-19-2020,Moerdijk
197,1.0,3.0,36961.0,15,03-18-2020,Moerdijk
197,1.0,3.0,36961.0,14,03-17-2020,Moerdijk
132,1.0,3.0,36961.0,12,03-16-2020,Moerdijk
145,1.0,3.0,36961.0,13,03-16-2020,Moerdijk
117,1.0,3.0,36961.0,11,03-14-2020,Moerdijk
107,1.0,3.0,36961.0,10,03-13-2020,Moerdijk
198,11.0,25.0,43858.0,19,03-22-2020,Molenlanden
198,11.0,25.0,43858.0,18,03-21-2020,Molenlanden
198,11.0,25.0,43858.0,17,03-20-2020,Molenlanden
198,9.0,21.0,43858.0,16,03-19-2020,Molenlanden
198,7.0,16.0,43858.0,15,03-18-2020,Molenlanden
198,3.0,7.0,43858.0,14,03-17-2020,Molenlanden
133,1.0,2.0,43858.0,12,03-16-2020,Molenlanden
146,2.0,5.0,43858.0,13,03-16-2020,Molenlanden
199,2.0,6.0,36026.0,19,03-22-2020,Montferland
199,1.0,3.0,36026.0,18,03-21-2020,Montferland
199,1.0,3.0,36026.0,17,03-20-2020,Montferland
199,1.0,3.0,36026.0,16,03-19-2020,Montferland
199,1.0,3.0,36026.0,15,03-18-2020,Montferland
199,0.0,0.0,36026.0,14,03-17-2020,Montferland
200,0.0,0.0,13996.0,19,03-22-2020,Montfoort
200,0.0,0.0,13996.0,18,03-21-2020,Montfoort
200,0.0,0.0,13996.0,17,03-20-2020,Montfoort
200,0.0,0.0,13996.0,16,03-19-2020,Montfoort
200,0.0,0.0,13996.0,15,03-18-2020,Montfoort
200,0.0,0.0,13996.0,14,03-17-2020,Montfoort
201,1.0,13.0,7806.0,19,03-22-2020,Mook en Middelaar
201,1.0,13.0,7806.0,18,03-21-2020,Mook en Middelaar
201,1.0,13.0,7806.0,17,03-20-2020,Mook en Middelaar
201,1.0,13.0,7806.0,16,03-19-2020,Mook en Middelaar
201,0.0,0.0,7806.0,15,03-18-2020,Mook en Middelaar
201,0.0,0.0,7806.0,14,03-17-2020,Mook en Middelaar
202,9.0,37.0,24034.0,19,03-22-2020,Neder-Betuwe
202,5.0,21.0,24034.0,18,03-21-2020,Neder-Betuwe
202,5.0,21.0,24034.0,17,03-20-2020,Neder-Betuwe
202,4.0,17.0,24034.0,16,03-19-2020,Neder-Betuwe
202,4.0,17.0,24034.0,15,03-18-2020,Neder-Betuwe
202,4.0,17.0,24034.0,14,03-17-2020,Neder-Betuwe
134,4.0,17.0,24034.0,12,03-16-2020,Neder-Betuwe
147,4.0,17.0,24034.0,13,03-16-2020,Neder-Betuwe
118,3.0,12.0,24034.0,11,03-14-2020,Neder-Betuwe
108,3.0,12.0,24034.0,10,03-13-2020,Neder-Betuwe
94,1.0,4.0,24034.0,09,03-12-2020,Neder-Betuwe
199,1.0,4.0,24034.0,08,03-11-2020,Neder-Betuwe
199,1.0,4.0,24034.0,07,03-10-2020,Neder-Betuwe
199,1.0,4.0,24034.0,06,03-09-2020,Neder-Betuwe
203,8.0,47.0,17001.0,19,03-22-2020,Nederweert
203,7.0,41.0,17001.0,18,03-21-2020,Nederweert
203,7.0,41.0,17001.0,17,03-20-2020,Nederweert
203,7.0,41.0,17001.0,16,03-19-2020,Nederweert
203,7.0,41.0,17001.0,15,03-18-2020,Nederweert
203,5.0,29.0,17001.0,14,03-17-2020,Nederweert
135,3.0,18.0,17001.0,12,03-16-2020,Nederweert
148,3.0,18.0,17001.0,13,03-16-2020,Nederweert
119,3.0,18.0,17001.0,11,03-14-2020,Nederweert
109,1.0,6.0,17001.0,10,03-13-2020,Nederweert
204,9.0,14.0,63036.0,19,03-22-2020,Nieuwegein
204,9.0,14.0,63036.0,18,03-21-2020,Nieuwegein
204,8.0,13.0,63036.0,17,03-20-2020,Nieuwegein
204,6.0,10.0,63036.0,16,03-19-2020,Nieuwegein
204,4.0,6.0,63036.0,15,03-18-2020,Nieuwegein
204,3.0,5.0,63036.0,14,03-17-2020,Nieuwegein
136,1.0,2.0,63036.0,12,03-16-2020,Nieuwegein
149,1.0,2.0,63036.0,13,03-16-2020,Nieuwegein
205,3.0,10.0,28628.0,19,03-22-2020,Nieuwkoop
205,2.0,7.0,28628.0,18,03-21-2020,Nieuwkoop
205,1.0,3.0,28628.0,17,03-20-2020,Nieuwkoop
205,1.0,3.0,28628.0,16,03-19-2020,Nieuwkoop
205,1.0,3.0,28628.0,15,03-18-2020,Nieuwkoop
205,1.0,3.0,28628.0,14,03-17-2020,Nieuwkoop
137,1.0,3.0,28628.0,12,03-16-2020,Nieuwkoop
150,1.0,3.0,28628.0,13,03-16-2020,Nieuwkoop
120,1.0,3.0,28628.0,11,03-14-2020,Nieuwkoop
110,1.0,3.0,28628.0,10,03-13-2020,Nieuwkoop
95,1.0,3.0,28628.0,09,03-12-2020,Nieuwkoop
206,4.0,9.0,42943.0,19,03-22-2020,Nijkerk
206,4.0,9.0,42943.0,18,03-21-2020,Nijkerk
206,2.0,5.0,42943.0,17,03-20-2020,Nijkerk
206,2.0,5.0,42943.0,16,03-19-2020,Nijkerk
206,2.0,5.0,42943.0,15,03-18-2020,Nijkerk
206,2.0,5.0,42943.0,14,03-17-2020,Nijkerk
151,1.0,2.0,42943.0,13,03-16-2020,Nijkerk
207,68.0,38.0,176731.0,19,03-22-2020,Nijmegen
207,60.0,34.0,176731.0,18,03-21-2020,Nijmegen
207,55.0,31.0,176731.0,17,03-20-2020,Nijmegen
207,48.0,27.0,176731.0,16,03-19-2020,Nijmegen
207,41.0,23.0,176731.0,15,03-18-2020,Nijmegen
207,31.0,18.0,176731.0,14,03-17-2020,Nijmegen
138,12.0,7.0,176731.0,12,03-16-2020,Nijmegen
152,17.0,10.0,176731.0,13,03-16-2020,Nijmegen
121,9.0,5.0,176731.0,11,03-14-2020,Nijmegen
111,8.0,5.0,176731.0,10,03-13-2020,Nijmegen
96,6.0,3.0,176731.0,09,03-12-2020,Nijmegen
204,4.0,2.0,176731.0,08,03-11-2020,Nijmegen
204,3.0,2.0,176731.0,07,03-10-2020,Nijmegen
204,3.0,2.0,176731.0,06,03-09-2020,Nijmegen
204,2.0,1.0,176731.0,05,03-08-2020,Nijmegen
204,2.0,1.0,176731.0,04,03-07-2020,Nijmegen
204,1.0,1.0,176731.0,03,03-06-2020,Nijmegen
208,15.0,18.0,84797.0,19,03-22-2020,Nissewaard
208,12.0,14.0,84797.0,18,03-21-2020,Nissewaard
208,11.0,13.0,84797.0,17,03-20-2020,Nissewaard
208,7.0,8.0,84797.0,16,03-19-2020,Nissewaard
208,4.0,5.0,84797.0,15,03-18-2020,Nissewaard
208,3.0,4.0,84797.0,14,03-17-2020,Nissewaard
139,1.0,1.0,84797.0,12,03-16-2020,Nissewaard
153,1.0,1.0,84797.0,13,03-16-2020,Nissewaard
122,1.0,1.0,84797.0,11,03-14-2020,Nissewaard
112,1.0,1.0,84797.0,10,03-13-2020,Nissewaard
97,1.0,1.0,84797.0,09,03-12-2020,Nissewaard
209,1.0,2.0,45181.0,19,03-22-2020,Noardeast-Fryslân
209,1.0,2.0,45181.0,18,03-21-2020,Noardeast-Fryslân
209,1.0,2.0,45181.0,16,03-19-2020,Noardeast-Fryslân
209,0.0,0.0,45181.0,15,03-18-2020,Noardeast-Fryslân
209,0.0,0.0,45181.0,14,03-17-2020,Noardeast-Fryslân
209,1.0,2.0,45181.0,17,03-20-2020,Noardeast-Fryslï¿½n
210,0.0,0.0,7308.0,19,03-22-2020,Noord-Beveland
210,0.0,0.0,7308.0,18,03-21-2020,Noord-Beveland
210,0.0,0.0,7308.0,17,03-20-2020,Noord-Beveland
210,0.0,0.0,7308.0,16,03-19-2020,Noord-Beveland
210,0.0,0.0,7308.0,15,03-18-2020,Noord-Beveland
210,0.0,0.0,7308.0,14,03-17-2020,Noord-Beveland
211,1.0,3.0,31290.0,19,03-22-2020,Noordenveld
211,1.0,3.0,31290.0,18,03-21-2020,Noordenveld
211,1.0,3.0,31290.0,17,03-20-2020,Noordenveld
211,1.0,3.0,31290.0,16,03-19-2020,Noordenveld
211,1.0,3.0,31290.0,15,03-18-2020,Noordenveld
211,1.0,3.0,31290.0,14,03-17-2020,Noordenveld
154,1.0,3.0,31290.0,13,03-16-2020,Noordenveld
212,3.0,6.0,46849.0,19,03-22-2020,Noordoostpolder
212,3.0,6.0,46849.0,18,03-21-2020,Noordoostpolder
212,2.0,4.0,46849.0,17,03-20-2020,Noordoostpolder
212,2.0,4.0,46849.0,16,03-19-2020,Noordoostpolder
212,2.0,4.0,46849.0,15,03-18-2020,Noordoostpolder
212,2.0,4.0,46849.0,14,03-17-2020,Noordoostpolder
140,2.0,4.0,46849.0,12,03-16-2020,Noordoostpolder
155,2.0,4.0,46849.0,13,03-16-2020,Noordoostpolder
123,2.0,4.0,46849.0,11,03-14-2020,Noordoostpolder
213,6.0,14.0,42859.0,19,03-22-2020,Noordwijk
213,3.0,7.0,42859.0,18,03-21-2020,Noordwijk
213,2.0,5.0,42859.0,17,03-20-2020,Noordwijk
213,3.0,7.0,42859.0,16,03-19-2020,Noordwijk
213,2.0,5.0,42859.0,15,03-18-2020,Noordwijk
213,2.0,5.0,42859.0,14,03-17-2020,Noordwijk
141,2.0,5.0,42859.0,12,03-16-2020,Noordwijk
156,2.0,5.0,42859.0,13,03-16-2020,Noordwijk
124,2.0,5.0,42859.0,11,03-14-2020,Noordwijk
113,2.0,5.0,42859.0,10,03-13-2020,Noordwijk
98,2.0,5.0,42859.0,09,03-12-2020,Noordwijk
210,2.0,5.0,42859.0,08,03-11-2020,Noordwijk
210,2.0,5.0,42859.0,07,03-10-2020,Noordwijk
210,2.0,5.0,42859.0,06,03-09-2020,Noordwijk
214,3.0,13.0,23186.0,19,03-22-2020,"Nuenen, Gerwen en Nederwetten"
214,1.0,4.0,23186.0,18,03-21-2020,"Nuenen, Gerwen en Nederwetten"
214,1.0,4.0,23186.0,17,03-20-2020,"Nuenen, Gerwen en Nederwetten"
214,1.0,4.0,23186.0,16,03-19-2020,"Nuenen, Gerwen en Nederwetten"
214,1.0,4.0,23186.0,15,03-18-2020,"Nuenen, Gerwen en Nederwetten"
214,1.0,4.0,23186.0,14,03-17-2020,"Nuenen, Gerwen en Nederwetten"
142,1.0,4.0,23186.0,12,03-16-2020,"Nuenen, Gerwen en Nederwetten"
157,1.0,4.0,23186.0,13,03-16-2020,"Nuenen, Gerwen en Nederwetten"
125,1.0,4.0,23186.0,11,03-14-2020,"Nuenen, Gerwen en Nederwetten"
114,1.0,4.0,23186.0,10,03-13-2020,"Nuenen, Gerwen en Nederwetten"
99,1.0,4.0,23186.0,09,03-12-2020,"Nuenen, Gerwen en Nederwetten"
211,1.0,4.0,23186.0,08,03-11-2020,"Nuenen, Gerwen en Nederwetten"
211,1.0,4.0,23186.0,07,03-10-2020,"Nuenen, Gerwen en Nederwetten"
215,13.0,47.0,27481.0,19,03-22-2020,Nunspeet
215,9.0,33.0,27481.0,18,03-21-2020,Nunspeet
215,4.0,15.0,27481.0,17,03-20-2020,Nunspeet
215,3.0,11.0,27481.0,16,03-19-2020,Nunspeet
215,3.0,11.0,27481.0,15,03-18-2020,Nunspeet
215,2.0,7.0,27481.0,14,03-17-2020,Nunspeet
143,1.0,4.0,27481.0,12,03-16-2020,Nunspeet
158,2.0,7.0,27481.0,13,03-16-2020,Nunspeet
126,1.0,4.0,27481.0,11,03-14-2020,Nunspeet
115,1.0,4.0,27481.0,10,03-13-2020,Nunspeet
216,7.0,29.0,24426.0,19,03-22-2020,Oegstgeest
216,7.0,29.0,24426.0,18,03-21-2020,Oegstgeest
216,6.0,25.0,24426.0,17,03-20-2020,Oegstgeest
216,5.0,20.0,24426.0,16,03-19-2020,Oegstgeest
216,4.0,16.0,24426.0,15,03-18-2020,Oegstgeest
216,4.0,16.0,24426.0,14,03-17-2020,Oegstgeest
