Aantal,Aantal per 100000 inwoners,BevAant,Count,Datum,Gemeente
153,1.0,2.0,45337.0,10,03-13-2020,Veldhoven
136,1.0,2.0,45337.0,09,03-12-2020,Veldhoven
302,1.0,2.0,45337.0,08,03-11-2020,Veldhoven
302,1.0,2.0,45337.0,07,03-10-2020,Veldhoven
302,1.0,2.0,45337.0,06,03-09-2020,Veldhoven
304,10.0,15.0,68348.0,19,03-22-2020,Velsen
304,8.0,12.0,68348.0,18,03-21-2020,Velsen
304,5.0,7.0,68348.0,17,03-20-2020,Velsen
304,4.0,6.0,68348.0,16,03-19-2020,Velsen
304,4.0,6.0,68348.0,15,03-18-2020,Velsen
304,4.0,6.0,68348.0,14,03-17-2020,Velsen
198,1.0,1.0,68348.0,12,03-16-2020,Velsen
221,4.0,6.0,68348.0,13,03-16-2020,Velsen
174,1.0,1.0,68348.0,11,03-14-2020,Velsen
154,1.0,1.0,68348.0,10,03-13-2020,Velsen
137,1.0,1.0,68348.0,09,03-12-2020,Velsen
305,33.0,32.0,101603.0,19,03-22-2020,Venlo
305,33.0,32.0,101603.0,18,03-21-2020,Venlo
305,24.0,24.0,101603.0,17,03-20-2020,Venlo
305,21.0,21.0,101603.0,16,03-19-2020,Venlo
305,12.0,12.0,101603.0,15,03-18-2020,Venlo
305,8.0,8.0,101603.0,14,03-17-2020,Venlo
199,4.0,4.0,101603.0,12,03-16-2020,Venlo
222,6.0,6.0,101603.0,13,03-16-2020,Venlo
175,3.0,3.0,101603.0,11,03-14-2020,Venlo
155,2.0,2.0,101603.0,10,03-13-2020,Venlo
138,2.0,2.0,101603.0,09,03-12-2020,Venlo
304,1.0,1.0,101603.0,08,03-11-2020,Venlo
304,1.0,1.0,101603.0,07,03-10-2020,Venlo
304,1.0,1.0,101603.0,06,03-09-2020,Venlo
306,9.0,21.0,43326.0,19,03-22-2020,Venray
306,8.0,18.0,43326.0,18,03-21-2020,Venray
306,6.0,14.0,43326.0,17,03-20-2020,Venray
306,3.0,7.0,43326.0,16,03-19-2020,Venray
306,1.0,2.0,43326.0,15,03-18-2020,Venray
306,0.0,0.0,43326.0,14,03-17-2020,Venray
307,11.0,20.0,55712.0,19,03-22-2020,Vijfheerenlanden
307,9.0,16.0,55712.0,18,03-21-2020,Vijfheerenlanden
307,7.0,13.0,55712.0,17,03-20-2020,Vijfheerenlanden
307,7.0,13.0,55712.0,16,03-19-2020,Vijfheerenlanden
307,4.0,7.0,55712.0,15,03-18-2020,Vijfheerenlanden
307,4.0,7.0,55712.0,14,03-17-2020,Vijfheerenlanden
200,2.0,4.0,55712.0,12,03-16-2020,Vijfheerenlanden
223,3.0,5.0,55712.0,13,03-16-2020,Vijfheerenlanden
176,2.0,4.0,55712.0,11,03-14-2020,Vijfheerenlanden
156,2.0,4.0,55712.0,10,03-13-2020,Vijfheerenlanden
139,1.0,2.0,55712.0,09,03-12-2020,Vijfheerenlanden
306,1.0,2.0,55712.0,08,03-11-2020,Vijfheerenlanden
306,1.0,2.0,55712.0,07,03-10-2020,Vijfheerenlanden
306,1.0,2.0,55712.0,06,03-09-2020,Vijfheerenlanden
306,1.0,2.0,55712.0,05,03-08-2020,Vijfheerenlanden
306,1.0,2.0,55712.0,04,03-07-2020,Vijfheerenlanden
308,15.0,21.0,72404.0,19,03-22-2020,Vlaardingen
308,12.0,17.0,72404.0,18,03-21-2020,Vlaardingen
308,7.0,10.0,72404.0,17,03-20-2020,Vlaardingen
308,4.0,6.0,72404.0,16,03-19-2020,Vlaardingen
308,2.0,3.0,72404.0,15,03-18-2020,Vlaardingen
308,2.0,3.0,72404.0,14,03-17-2020,Vlaardingen
201,1.0,1.0,72404.0,12,03-16-2020,Vlaardingen
224,1.0,1.0,72404.0,13,03-16-2020,Vlaardingen
177,1.0,1.0,72404.0,11,03-14-2020,Vlaardingen
157,1.0,1.0,72404.0,10,03-13-2020,Vlaardingen
140,1.0,1.0,72404.0,09,03-12-2020,Vlaardingen
309,0.0,0.0,1138.0,19,03-22-2020,Vlieland
309,0.0,0.0,1138.0,18,03-21-2020,Vlieland
309,0.0,0.0,1138.0,17,03-20-2020,Vlieland
309,0.0,0.0,1138.0,16,03-19-2020,Vlieland
309,0.0,0.0,1138.0,15,03-18-2020,Vlieland
309,0.0,0.0,1138.0,14,03-17-2020,Vlieland
310,6.0,14.0,44371.0,19,03-22-2020,Vlissingen
310,6.0,14.0,44371.0,18,03-21-2020,Vlissingen
310,6.0,14.0,44371.0,17,03-20-2020,Vlissingen
310,5.0,11.0,44371.0,16,03-19-2020,Vlissingen
310,4.0,9.0,44371.0,15,03-18-2020,Vlissingen
310,4.0,9.0,44371.0,14,03-17-2020,Vlissingen
202,2.0,5.0,44371.0,12,03-16-2020,Vlissingen
225,3.0,7.0,44371.0,13,03-16-2020,Vlissingen
178,2.0,5.0,44371.0,11,03-14-2020,Vlissingen
158,2.0,5.0,44371.0,10,03-13-2020,Vlissingen
141,2.0,5.0,44371.0,09,03-12-2020,Vlissingen
311,4.0,32.0,12452.0,19,03-22-2020,Voerendaal
311,4.0,32.0,12452.0,18,03-21-2020,Voerendaal
311,4.0,32.0,12452.0,17,03-20-2020,Voerendaal
311,3.0,24.0,12452.0,16,03-19-2020,Voerendaal
311,3.0,24.0,12452.0,15,03-18-2020,Voerendaal
311,1.0,8.0,12452.0,14,03-17-2020,Voerendaal
312,3.0,12.0,25479.0,19,03-22-2020,Voorschoten
312,2.0,8.0,25479.0,18,03-21-2020,Voorschoten
312,2.0,8.0,25479.0,17,03-20-2020,Voorschoten
312,1.0,4.0,25479.0,16,03-19-2020,Voorschoten
312,1.0,4.0,25479.0,15,03-18-2020,Voorschoten
312,0.0,0.0,25479.0,14,03-17-2020,Voorschoten
313,2.0,8.0,24417.0,19,03-22-2020,Voorst
313,2.0,8.0,24417.0,18,03-21-2020,Voorst
313,1.0,4.0,24417.0,17,03-20-2020,Voorst
313,1.0,4.0,24417.0,16,03-19-2020,Voorst
313,1.0,4.0,24417.0,15,03-18-2020,Voorst
313,1.0,4.0,24417.0,14,03-17-2020,Voorst
203,1.0,4.0,24417.0,12,03-16-2020,Voorst
226,1.0,4.0,24417.0,13,03-16-2020,Voorst
179,1.0,4.0,24417.0,11,03-14-2020,Voorst
159,1.0,4.0,24417.0,10,03-13-2020,Voorst
142,1.0,4.0,24417.0,09,03-12-2020,Voorst
312,1.0,4.0,24417.0,08,03-11-2020,Voorst
312,1.0,4.0,24417.0,07,03-10-2020,Voorst
312,1.0,4.0,24417.0,06,03-09-2020,Voorst
314,15.0,57.0,26396.0,19,03-22-2020,Vught
314,11.0,42.0,26396.0,18,03-21-2020,Vught
314,8.0,30.0,26396.0,17,03-20-2020,Vught
314,8.0,30.0,26396.0,16,03-19-2020,Vught
314,7.0,27.0,26396.0,15,03-18-2020,Vught
314,6.0,23.0,26396.0,14,03-17-2020,Vught
204,2.0,8.0,26396.0,12,03-16-2020,Vught
227,3.0,11.0,26396.0,13,03-16-2020,Vught
180,2.0,8.0,26396.0,11,03-14-2020,Vught
160,2.0,8.0,26396.0,10,03-13-2020,Vught
143,2.0,8.0,26396.0,09,03-12-2020,Vught
313,1.0,4.0,26396.0,08,03-11-2020,Vught
313,1.0,4.0,26396.0,07,03-10-2020,Vught
313,1.0,4.0,26396.0,06,03-09-2020,Vught
315,0.0,0.0,46039.0,19,03-22-2020,Waadhoeke
315,0.0,0.0,46039.0,18,03-21-2020,Waadhoeke
315,0.0,0.0,46039.0,17,03-20-2020,Waadhoeke
315,0.0,0.0,46039.0,16,03-19-2020,Waadhoeke
315,0.0,0.0,46039.0,15,03-18-2020,Waadhoeke
315,0.0,0.0,46039.0,14,03-17-2020,Waadhoeke
316,2.0,12.0,17247.0,19,03-22-2020,Waalre
316,2.0,12.0,17247.0,18,03-21-2020,Waalre
316,2.0,12.0,17247.0,17,03-20-2020,Waalre
316,2.0,12.0,17247.0,16,03-19-2020,Waalre
316,2.0,12.0,17247.0,15,03-18-2020,Waalre
316,1.0,6.0,17247.0,14,03-17-2020,Waalre
205,1.0,6.0,17247.0,12,03-16-2020,Waalre
228,1.0,6.0,17247.0,13,03-16-2020,Waalre
181,1.0,6.0,17247.0,11,03-14-2020,Waalre
161,1.0,6.0,17247.0,10,03-13-2020,Waalre
144,1.0,6.0,17247.0,09,03-12-2020,Waalre
315,1.0,6.0,17247.0,08,03-11-2020,Waalre
315,1.0,6.0,17247.0,07,03-10-2020,Waalre
315,1.0,6.0,17247.0,06,03-09-2020,Waalre
315,1.0,6.0,17247.0,05,03-08-2020,Waalre
315,1.0,6.0,17247.0,04,03-07-2020,Waalre
315,1.0,6.0,17247.0,03,03-06-2020,Waalre
317,22.0,46.0,48240.0,19,03-22-2020,Waalwijk
317,16.0,33.0,48240.0,18,03-21-2020,Waalwijk
317,15.0,31.0,48240.0,17,03-20-2020,Waalwijk
317,13.0,27.0,48240.0,16,03-19-2020,Waalwijk
317,12.0,25.0,48240.0,15,03-18-2020,Waalwijk
317,11.0,23.0,48240.0,14,03-17-2020,Waalwijk
206,8.0,17.0,48240.0,12,03-16-2020,Waalwijk
229,10.0,21.0,48240.0,13,03-16-2020,Waalwijk
182,8.0,17.0,48240.0,11,03-14-2020,Waalwijk
162,9.0,19.0,48240.0,10,03-13-2020,Waalwijk
145,6.0,12.0,48240.0,09,03-12-2020,Waalwijk
316,6.0,12.0,48240.0,08,03-11-2020,Waalwijk
316,5.0,10.0,48240.0,07,03-10-2020,Waalwijk
316,5.0,10.0,48240.0,06,03-09-2020,Waalwijk
316,5.0,10.0,48240.0,05,03-08-2020,Waalwijk
316,3.0,6.0,48240.0,04,03-07-2020,Waalwijk
316,1.0,2.0,48240.0,03,03-06-2020,Waalwijk
318,4.0,14.0,28316.0,19,03-22-2020,Waddinxveen
318,4.0,14.0,28316.0,18,03-21-2020,Waddinxveen
318,3.0,11.0,28316.0,17,03-20-2020,Waddinxveen
318,3.0,11.0,28316.0,16,03-19-2020,Waddinxveen
318,1.0,4.0,28316.0,15,03-18-2020,Waddinxveen
318,1.0,4.0,28316.0,14,03-17-2020,Waddinxveen
207,1.0,4.0,28316.0,12,03-16-2020,Waddinxveen
230,1.0,4.0,28316.0,13,03-16-2020,Waddinxveen
183,1.0,4.0,28316.0,11,03-14-2020,Waddinxveen
163,1.0,4.0,28316.0,10,03-13-2020,Waddinxveen
146,1.0,4.0,28316.0,09,03-12-2020,Waddinxveen
317,1.0,4.0,28316.0,08,03-11-2020,Waddinxveen
317,1.0,4.0,28316.0,07,03-10-2020,Waddinxveen
319,3.0,8.0,38774.0,19,03-22-2020,Wageningen
319,3.0,8.0,38774.0,18,03-21-2020,Wageningen
319,2.0,5.0,38774.0,17,03-20-2020,Wageningen
319,1.0,3.0,38774.0,16,03-19-2020,Wageningen
319,1.0,3.0,38774.0,15,03-18-2020,Wageningen
319,1.0,3.0,38774.0,14,03-17-2020,Wageningen
320,5.0,19.0,26211.0,19,03-22-2020,Wassenaar
320,5.0,19.0,26211.0,18,03-21-2020,Wassenaar
320,4.0,15.0,26211.0,17,03-20-2020,Wassenaar
320,4.0,15.0,26211.0,16,03-19-2020,Wassenaar
320,3.0,11.0,26211.0,15,03-18-2020,Wassenaar
320,3.0,11.0,26211.0,14,03-17-2020,Wassenaar
208,2.0,8.0,26211.0,12,03-16-2020,Wassenaar
231,3.0,11.0,26211.0,13,03-16-2020,Wassenaar
184,2.0,8.0,26211.0,11,03-14-2020,Wassenaar
164,1.0,4.0,26211.0,10,03-13-2020,Wassenaar
321,8.0,46.0,17315.0,19,03-22-2020,Waterland
321,8.0,46.0,17315.0,18,03-21-2020,Waterland
321,7.0,40.0,17315.0,17,03-20-2020,Waterland
321,7.0,40.0,17315.0,16,03-19-2020,Waterland
321,4.0,23.0,17315.0,15,03-18-2020,Waterland
321,3.0,17.0,17315.0,14,03-17-2020,Waterland
209,2.0,12.0,17315.0,12,03-16-2020,Waterland
232,3.0,17.0,17315.0,13,03-16-2020,Waterland
185,1.0,6.0,17315.0,11,03-14-2020,Waterland
165,1.0,6.0,17315.0,10,03-13-2020,Waterland
147,1.0,6.0,17315.0,09,03-12-2020,Waterland
320,1.0,6.0,17315.0,08,03-11-2020,Waterland
320,1.0,6.0,17315.0,07,03-10-2020,Waterland
320,1.0,6.0,17315.0,06,03-09-2020,Waterland
320,1.0,6.0,17315.0,05,03-08-2020,Waterland
322,7.0,14.0,49842.0,19,03-22-2020,Weert
322,7.0,14.0,49842.0,18,03-21-2020,Weert
322,4.0,8.0,49842.0,17,03-20-2020,Weert
322,0.0,0.0,49842.0,16,03-19-2020,Weert
322,0.0,0.0,49842.0,15,03-18-2020,Weert
322,0.0,0.0,49842.0,14,03-17-2020,Weert
323,1.0,5.0,19334.0,19,03-22-2020,Weesp
323,1.0,5.0,19334.0,18,03-21-2020,Weesp
323,1.0,5.0,19334.0,17,03-20-2020,Weesp
323,0.0,0.0,19334.0,16,03-19-2020,Weesp
323,0.0,0.0,19334.0,15,03-18-2020,Weesp
323,0.0,0.0,19334.0,14,03-17-2020,Weesp
324,12.0,24.0,50697.0,19,03-22-2020,West Betuwe
324,12.0,24.0,50697.0,18,03-21-2020,West Betuwe
324,11.0,22.0,50697.0,17,03-20-2020,West Betuwe
324,8.0,16.0,50697.0,16,03-19-2020,West Betuwe
324,6.0,12.0,50697.0,15,03-18-2020,West Betuwe
324,6.0,12.0,50697.0,14,03-17-2020,West Betuwe
210,3.0,6.0,50697.0,12,03-16-2020,West Betuwe
233,3.0,6.0,50697.0,13,03-16-2020,West Betuwe
186,3.0,6.0,50697.0,11,03-14-2020,West Betuwe
166,3.0,6.0,50697.0,10,03-13-2020,West Betuwe
148,2.0,4.0,50697.0,09,03-12-2020,West Betuwe
323,2.0,4.0,50697.0,08,03-11-2020,West Betuwe
323,2.0,4.0,50697.0,07,03-10-2020,West Betuwe
323,2.0,4.0,50697.0,06,03-09-2020,West Betuwe
323,2.0,4.0,50697.0,05,03-08-2020,West Betuwe
323,2.0,4.0,50697.0,04,03-07-2020,West Betuwe
323,1.0,2.0,50697.0,03,03-06-2020,West Betuwe
325,6.0,31.0,19076.0,19,03-22-2020,West Maas en Waal
325,4.0,21.0,19076.0,18,03-21-2020,West Maas en Waal
325,4.0,21.0,19076.0,17,03-20-2020,West Maas en Waal
325,3.0,16.0,19076.0,16,03-19-2020,West Maas en Waal
325,3.0,16.0,19076.0,15,03-18-2020,West Maas en Waal
325,3.0,16.0,19076.0,14,03-17-2020,West Maas en Waal
211,3.0,16.0,19076.0,12,03-16-2020,West Maas en Waal
234,3.0,16.0,19076.0,13,03-16-2020,West Maas en Waal
187,2.0,10.0,19076.0,11,03-14-2020,West Maas en Waal
167,2.0,10.0,19076.0,10,03-13-2020,West Maas en Waal
149,2.0,10.0,19076.0,09,03-12-2020,West Maas en Waal
324,1.0,5.0,19076.0,08,03-11-2020,West Maas en Waal
324,1.0,5.0,19076.0,07,03-10-2020,West Maas en Waal
324,1.0,5.0,19076.0,06,03-09-2020,West Maas en Waal
324,1.0,5.0,19076.0,05,03-08-2020,West Maas en Waal
324,1.0,5.0,19076.0,04,03-07-2020,West Maas en Waal
324,1.0,5.0,19076.0,03,03-06-2020,West Maas en Waal
326,6.0,10.0,63031.0,19,03-22-2020,Westerkwartier
326,3.0,5.0,63031.0,18,03-21-2020,Westerkwartier
326,2.0,3.0,63031.0,17,03-20-2020,Westerkwartier
326,3.0,5.0,63031.0,16,03-19-2020,Westerkwartier
326,1.0,2.0,63031.0,15,03-18-2020,Westerkwartier
326,1.0,2.0,63031.0,14,03-17-2020,Westerkwartier
212,1.0,2.0,63031.0,12,03-16-2020,Westerkwartier
235,1.0,2.0,63031.0,13,03-16-2020,Westerkwartier
327,1.0,5.0,19348.0,19,03-22-2020,Westerveld
327,1.0,5.0,19348.0,18,03-21-2020,Westerveld
327,0.0,0.0,19348.0,17,03-20-2020,Westerveld
327,0.0,0.0,19348.0,16,03-19-2020,Westerveld
327,0.0,0.0,19348.0,15,03-18-2020,Westerveld
327,0.0,0.0,19348.0,14,03-17-2020,Westerveld
328,2.0,13.0,14944.0,19,03-22-2020,Westervoort
328,1.0,7.0,14944.0,18,03-21-2020,Westervoort
328,1.0,7.0,14944.0,17,03-20-2020,Westervoort
328,0.0,0.0,14944.0,16,03-19-2020,Westervoort
328,0.0,0.0,14944.0,15,03-18-2020,Westervoort
328,0.0,0.0,14944.0,14,03-17-2020,Westervoort
329,0.0,0.0,25199.0,19,03-22-2020,Westerwolde
329,0.0,0.0,25199.0,18,03-21-2020,Westerwolde
329,0.0,0.0,25199.0,17,03-20-2020,Westerwolde
329,0.0,0.0,25199.0,16,03-19-2020,Westerwolde
329,0.0,0.0,25199.0,15,03-18-2020,Westerwolde
329,0.0,0.0,25199.0,14,03-17-2020,Westerwolde
330,15.0,14.0,108603.0,19,03-22-2020,Westland
330,11.0,10.0,108603.0,18,03-21-2020,Westland
330,9.0,8.0,108603.0,17,03-20-2020,Westland
330,7.0,6.0,108603.0,16,03-19-2020,Westland
330,6.0,6.0,108603.0,15,03-18-2020,Westland
330,3.0,3.0,108603.0,14,03-17-2020,Westland
213,1.0,1.0,108603.0,12,03-16-2020,Westland
236,1.0,1.0,108603.0,13,03-16-2020,Westland
331,1.0,4.0,25840.0,19,03-22-2020,Weststellingwerf
331,1.0,4.0,25840.0,18,03-21-2020,Weststellingwerf
331,0.0,0.0,25840.0,17,03-20-2020,Weststellingwerf
331,0.0,0.0,25840.0,16,03-19-2020,Weststellingwerf
331,0.0,0.0,25840.0,15,03-18-2020,Weststellingwerf
331,0.0,0.0,25840.0,14,03-17-2020,Weststellingwerf
332,5.0,34.0,14626.0,19,03-22-2020,Westvoorne
332,3.0,21.0,14626.0,18,03-21-2020,Westvoorne
332,3.0,21.0,14626.0,17,03-20-2020,Westvoorne
332,3.0,21.0,14626.0,16,03-19-2020,Westvoorne
332,3.0,21.0,14626.0,15,03-18-2020,Westvoorne
332,3.0,21.0,14626.0,14,03-17-2020,Westvoorne
214,3.0,21.0,14626.0,12,03-16-2020,Westvoorne
237,3.0,21.0,14626.0,13,03-16-2020,Westvoorne
188,2.0,14.0,14626.0,11,03-14-2020,Westvoorne
168,1.0,7.0,14626.0,10,03-13-2020,Westvoorne
150,1.0,7.0,14626.0,09,03-12-2020,Westvoorne
331,1.0,7.0,14626.0,08,03-11-2020,Westvoorne
331,1.0,7.0,14626.0,07,03-10-2020,Westvoorne
331,1.0,7.0,14626.0,06,03-09-2020,Westvoorne
331,1.0,7.0,14626.0,05,03-08-2020,Westvoorne
331,1.0,7.0,14626.0,04,03-07-2020,Westvoorne
331,1.0,7.0,14626.0,03,03-06-2020,Westvoorne
333,0.0,0.0,24351.0,19,03-22-2020,Wierden
333,0.0,0.0,24351.0,18,03-21-2020,Wierden
333,0.0,0.0,24351.0,17,03-20-2020,Wierden
333,0.0,0.0,24351.0,16,03-19-2020,Wierden
333,0.0,0.0,24351.0,15,03-18-2020,Wierden
333,0.0,0.0,24351.0,14,03-17-2020,Wierden
334,20.0,49.0,40951.0,19,03-22-2020,Wijchen
334,17.0,42.0,40951.0,18,03-21-2020,Wijchen
334,14.0,34.0,40951.0,17,03-20-2020,Wijchen
334,8.0,20.0,40951.0,16,03-19-2020,Wijchen
334,8.0,20.0,40951.0,15,03-18-2020,Wijchen
334,6.0,15.0,40951.0,14,03-17-2020,Wijchen
215,4.0,10.0,40951.0,12,03-16-2020,Wijchen
238,5.0,12.0,40951.0,13,03-16-2020,Wijchen
189,3.0,7.0,40951.0,11,03-14-2020,Wijchen
169,3.0,7.0,40951.0,10,03-13-2020,Wijchen
151,2.0,5.0,40951.0,09,03-12-2020,Wijchen
333,1.0,2.0,40951.0,08,03-11-2020,Wijchen
333,1.0,2.0,40951.0,07,03-10-2020,Wijchen
333,1.0,2.0,40951.0,06,03-09-2020,Wijchen
333,1.0,2.0,40951.0,05,03-08-2020,Wijchen
335,1.0,4.0,24013.0,19,03-22-2020,Wijdemeren
335,1.0,4.0,24013.0,18,03-21-2020,Wijdemeren
335,1.0,4.0,24013.0,17,03-20-2020,Wijdemeren
335,1.0,4.0,24013.0,16,03-19-2020,Wijdemeren
335,1.0,4.0,24013.0,15,03-18-2020,Wijdemeren
335,0.0,0.0,24013.0,14,03-17-2020,Wijdemeren
336,6.0,25.0,23762.0,19,03-22-2020,Wijk bij Duurstede
336,6.0,25.0,23762.0,18,03-21-2020,Wijk bij Duurstede
336,5.0,21.0,23762.0,17,03-20-2020,Wijk bij Duurstede
336,4.0,17.0,23762.0,16,03-19-2020,Wijk bij Duurstede
336,4.0,17.0,23762.0,15,03-18-2020,Wijk bij Duurstede
336,4.0,17.0,23762.0,14,03-17-2020,Wijk bij Duurstede
216,3.0,13.0,23762.0,12,03-16-2020,Wijk bij Duurstede
239,3.0,13.0,23762.0,13,03-16-2020,Wijk bij Duurstede
190,2.0,8.0,23762.0,11,03-14-2020,Wijk bij Duurstede
170,2.0,8.0,23762.0,10,03-13-2020,Wijk bij Duurstede
152,2.0,8.0,23762.0,09,03-12-2020,Wijk bij Duurstede
335,1.0,4.0,23762.0,08,03-11-2020,Wijk bij Duurstede
335,1.0,4.0,23762.0,07,03-10-2020,Wijk bij Duurstede
335,1.0,4.0,23762.0,06,03-09-2020,Wijk bij Duurstede
335,1.0,4.0,23762.0,05,03-08-2020,Wijk bij Duurstede
335,1.0,4.0,23762.0,04,03-07-2020,Wijk bij Duurstede
335,1.0,4.0,23762.0,03,03-06-2020,Wijk bij Duurstede
337,2.0,7.0,28903.0,19,03-22-2020,Winterswijk
337,1.0,3.0,28903.0,18,03-21-2020,Winterswijk
337,0.0,0.0,28903.0,17,03-20-2020,Winterswijk
337,0.0,0.0,28903.0,16,03-19-2020,Winterswijk
337,0.0,0.0,28903.0,15,03-18-2020,Winterswijk
337,0.0,0.0,28903.0,14,03-17-2020,Winterswijk
338,2.0,9.0,21866.0,19,03-22-2020,Woensdrecht
338,0.0,0.0,21866.0,18,03-21-2020,Woensdrecht
338,0.0,0.0,21866.0,17,03-20-2020,Woensdrecht
338,0.0,0.0,21866.0,16,03-19-2020,Woensdrecht
338,0.0,0.0,21866.0,15,03-18-2020,Woensdrecht
338,0.0,0.0,21866.0,14,03-17-2020,Woensdrecht
339,7.0,13.0,52197.0,19,03-22-2020,Woerden
339,6.0,11.0,52197.0,18,03-21-2020,Woerden
339,5.0,10.0,52197.0,17,03-20-2020,Woerden
339,4.0,8.0,52197.0,16,03-19-2020,Woerden
339,4.0,8.0,52197.0,15,03-18-2020,Woerden
339,3.0,6.0,52197.0,14,03-17-2020,Woerden
217,2.0,4.0,52197.0,12,03-16-2020,Woerden
240,2.0,4.0,52197.0,13,03-16-2020,Woerden
191,2.0,4.0,52197.0,11,03-14-2020,Woerden
171,2.0,4.0,52197.0,10,03-13-2020,Woerden
153,2.0,4.0,52197.0,09,03-12-2020,Woerden
338,2.0,4.0,52197.0,08,03-11-2020,Woerden
338,2.0,4.0,52197.0,07,03-10-2020,Woerden
338,2.0,4.0,52197.0,06,03-09-2020,Woerden
338,2.0,4.0,52197.0,05,03-08-2020,Woerden
338,2.0,4.0,52197.0,04,03-07-2020,Woerden
338,2.0,4.0,52197.0,03,03-06-2020,Woerden
340,1.0,6.0,16329.0,19,03-22-2020,Wormerland
340,1.0,6.0,16329.0,18,03-21-2020,Wormerland
340,1.0,6.0,16329.0,17,03-20-2020,Wormerland
340,1.0,6.0,16329.0,16,03-19-2020,Wormerland
340,0.0,0.0,16329.0,15,03-18-2020,Wormerland
340,0.0,0.0,16329.0,14,03-17-2020,Wormerland
341,3.0,23.0,13166.0,19,03-22-2020,Woudenberg
341,3.0,23.0,13166.0,18,03-21-2020,Woudenberg
341,3.0,23.0,13166.0,17,03-20-2020,Woudenberg
341,2.0,15.0,13166.0,16,03-19-2020,Woudenberg
341,2.0,15.0,13166.0,15,03-18-2020,Woudenberg
341,1.0,8.0,13166.0,14,03-17-2020,Woudenberg
218,1.0,8.0,13166.0,12,03-16-2020,Woudenberg
241,1.0,8.0,13166.0,13,03-16-2020,Woudenberg
192,1.0,8.0,13166.0,11,03-14-2020,Woudenberg
172,1.0,8.0,13166.0,10,03-13-2020,Woudenberg
154,1.0,8.0,13166.0,09,03-12-2020,Woudenberg
340,1.0,8.0,13166.0,08,03-11-2020,Woudenberg
342,11.0,7.0,155885.0,19,03-22-2020,Zaanstad
342,9.0,6.0,155885.0,18,03-21-2020,Zaanstad
342,3.0,2.0,155885.0,17,03-20-2020,Zaanstad
342,4.0,3.0,155885.0,16,03-19-2020,Zaanstad
342,2.0,1.0,155885.0,15,03-18-2020,Zaanstad
342,2.0,1.0,155885.0,14,03-17-2020,Zaanstad
219,2.0,1.0,155885.0,12,03-16-2020,Zaanstad
242,2.0,1.0,155885.0,13,03-16-2020,Zaanstad
193,2.0,1.0,155885.0,11,03-14-2020,Zaanstad
173,2.0,1.0,155885.0,10,03-13-2020,Zaanstad
155,2.0,1.0,155885.0,09,03-12-2020,Zaanstad
341,2.0,1.0,155885.0,08,03-11-2020,Zaanstad
341,2.0,1.0,155885.0,07,03-10-2020,Zaanstad
341,2.0,1.0,155885.0,06,03-09-2020,Zaanstad
341,2.0,1.0,155885.0,05,03-08-2020,Zaanstad
341,2.0,1.0,155885.0,04,03-07-2020,Zaanstad
343,6.0,21.0,28451.0,19,03-22-2020,Zaltbommel
343,5.0,18.0,28451.0,18,03-21-2020,Zaltbommel
343,4.0,14.0,28451.0,17,03-20-2020,Zaltbommel
343,3.0,11.0,28451.0,16,03-19-2020,Zaltbommel
343,3.0,11.0,28451.0,15,03-18-2020,Zaltbommel
343,3.0,11.0,28451.0,14,03-17-2020,Zaltbommel
220,1.0,4.0,28451.0,12,03-16-2020,Zaltbommel
243,1.0,4.0,28451.0,13,03-16-2020,Zaltbommel
194,1.0,4.0,28451.0,11,03-14-2020,Zaltbommel
174,1.0,4.0,28451.0,10,03-13-2020,Zaltbommel
156,1.0,4.0,28451.0,09,03-12-2020,Zaltbommel
342,1.0,4.0,28451.0,08,03-11-2020,Zaltbommel
342,1.0,4.0,28451.0,07,03-10-2020,Zaltbommel
342,1.0,4.0,28451.0,06,03-09-2020,Zaltbommel
342,1.0,4.0,28451.0,05,03-08-2020,Zaltbommel
342,1.0,4.0,28451.0,04,03-07-2020,Zaltbommel
342,1.0,4.0,28451.0,03,03-06-2020,Zaltbommel
342,1.0,4.0,28451.0,02,03-05-2020,Zaltbommel
342,1.0,4.0,28451.0,01,03-04-2020,Zaltbommel
344,2.0,12.0,17011.0,19,03-22-2020,Zandvoort
344,2.0,12.0,17011.0,18,03-21-2020,Zandvoort
344,1.0,6.0,17011.0,17,03-20-2020,Zandvoort
344,1.0,6.0,17011.0,16,03-19-2020,Zandvoort
344,1.0,6.0,17011.0,15,03-18-2020,Zandvoort
344,1.0,6.0,17011.0,14,03-17-2020,Zandvoort
221,1.0,6.0,17011.0,12,03-16-2020,Zandvoort
244,1.0,6.0,17011.0,13,03-16-2020,Zandvoort
195,1.0,6.0,17011.0,11,03-14-2020,Zandvoort
345,4.0,18.0,22309.0,19,03-22-2020,Zeewolde
345,4.0,18.0,22309.0,18,03-21-2020,Zeewolde
345,4.0,18.0,22309.0,17,03-20-2020,Zeewolde
345,3.0,13.0,22309.0,16,03-19-2020,Zeewolde
345,3.0,13.0,22309.0,15,03-18-2020,Zeewolde
345,2.0,9.0,22309.0,14,03-17-2020,Zeewolde
222,2.0,9.0,22309.0,12,03-16-2020,Zeewolde
245,2.0,9.0,22309.0,13,03-16-2020,Zeewolde
196,2.0,9.0,22309.0,11,03-14-2020,Zeewolde
175,1.0,4.0,22309.0,10,03-13-2020,Zeewolde
157,1.0,4.0,22309.0,09,03-12-2020,Zeewolde
